Image,Landmark,x1,y1,x2,y2
11,8,152,126,138.9772928,113.025984
11,9,154,131,140.2424064,116.879616
11,10,152,133,136.9886976,119.444928
11,11,154,140,137.9473024,125.32656
11,12,158,140,143.215488,129.506496
11,13,226,136,197.378944,135.297696
11,14,250,131,215.982848,135.790272
11,15,247,115,219.353472,121.6848
11,16,238,111,212.870656,115.438464
11,17,237,98,214.887808,103.8672864
11,18,198,44,193.11488,58.283712
12,1,117,41,120.4008576,34.043232
12,2,147,87,138.2736384,81.449568
12,3,142,90,132.7558144,85.016544
12,4,146,95,137.078848,91.1470848
12,5,144,97,133.3521792,93.6936576
12,6,146,128,131.0875136,122.026464
12,7,148,129,133.2115456,124.715328
12,8,147,133,131.2706944,128.44848
12,9,148,135,132.3131264,131.434848
12,10,146,138,129.18164224,133.878336
12,11,147,142,128.91646208,139.104672
12,12,153,146,135.6468096,144.500064
12,13,209,142,190.717568,149.387328
12,14,230,137,208.503424,150.926208
12,15,229,123,211.414144,135.15312
12,16,221,119,204.793216,130.075968
12,17,221,111,207.252224,118.57584
12,18,188,62,185.64608,70.929216
13,1,121,45,124.5486208,40.416384
13,2,139,95,134.8721024,90.0096096
13,3,133,97,128.86057856,92.3100864
13,4,135,104,130.9487872,98.8860576
13,5,132,104,127.38771328,101.2952256
13,6,127,136,120.5063936,128.125728
13,7,129,137,122.5847936,131.442912
13,8,126,141,118.9595264,134.086848
13,9,127,145,119.7679744,138.699936
13,10,124,146,116.210368,140.078688
13,11,124,150,115.7604352,145.969728
13,12,131,158,122.2057472,151.386144
13,13,183,168,176.176896,165.286944
13,14,203,174,193.840768,168.772992
13,15,209,159,198.5632,154.349472
13,16,203,151,192.792448,148.694016
13,17,205,138,195.961344,137.250336
13,18,186,87,183.08928,86.7503328
14,1,157,56,132.580672,40.092
14,2,175,102,143.575424,93.0721824
14,3,168,103,137.8097152,95.81733024
14,4,171,109,139.6158848,102.538224
14,5,168,110,135.9197952,104.989536
14,6,163,138,128.45129216,132.122112
14,7,165,140,131.2502272,135.844608
14,8,162,142,127.79634304,138.627456
14,9,162,148,128.64710784,143.465568
14,10,160,149,123.898496,144.687456
14,11,158,157,123.2631936,150.760224
14,12,160,160,129.0236096,156.53568
14,13,218,174,184.159616,170.97456
14,14,226,177,203.2224,174.827136
14,15,230,165,208.57344,159.808224
14,16,226,161,201.985152,154.050912
14,17,226,152,206.523904,142.000704
14,18,221,112,193.423744,87.6825984
15,1,158,23,148.660096,24.426336
15,2,147,78,144.223872,76.387008
15,3,141,79,137.952448,76.27728
15,4,143,86,137.9988224,83.561088
15,5,138,87,134.9536768,84.666048
15,6,122,113,120.1892864,110.28816
15,7,124,116,120.7107456,113.535264
15,8,120,118,116.3770752,116.572512
15,9,120,123,115.9988224,120.552768
15,10,119,124,112.39104,121.138848
15,11,117,130,110.92352,126.635616
15,12,118,133,115.5705472,133.639776
15,13,166,167,164.306432,161.995008
15,14,188,174,181.826176,170.216448
15,15,198,160,191.168128,156.96864
15,16,194,154,186.648064,149.546976
15,17,200,145,193.819904,139.593888
15,18,199,82,193.201536,82.883136
16,1,98,43,104.96448,35.571456
16,2,120,88,118.2227584,84.220128
16,3,113,91,112.813312,86.8683936
16,4,117,97,114.93376,93.2388672
16,5,114,99,111.92704,96.17241312
16,6,112,129,106.15936,123.327456
16,7,114,130,108.483712,125.152128
16,8,110,135,105.23456,128.624064
16,9,112,139,106.045568,132.713568
16,10,109,140,102.991744,134.259168
16,11,110,144,103.071616,140.073504
16,12,114,151,109.468672,144.852672
16,13,172,155,163.100544,156.389472
16,14,192,153,181.2352,158.239296
16,15,192,139,184.726528,143.422848
16,16,185,134,178.46528,138.153696
16,17,186,125,181.45984,126.641376
16,18,166,80,166.04544,78.927072
17,1,74,45,87.746176,41.077056
17,2,102,84,105.349504,87.032496
17,3,96,89,100.60736,89.6164992
17,4,101,95,103.05216,96.3025392
17,5,97,98,100.031104,99.8193024
17,6,101,127,96.624128,127.6776
17,7,102,128,98.7392,129.839904
17,8,102,136,96.125952,133.338144
17,9,105,137,97.331584,137.275296
17,10,101,138,94.11712,139.058112
17,11,101,144,94.719232,145.272768
17,12,106,149,101.428224,149.105856
17,13,166,153,155.806336,155.696928
17,14,179,151,173.501568,156.766752
17,15,179,134,176.389504,141.63744
17,16,171,130,168.936448,136.64496
17,17,169,125,171.20704,125.272224
17,18,154,85,152.280064,79.563648
18,1,114,32,111.336832,30.536832
18,2,143,74,130.3564416,76.35312
18,3,137,77,124.6280064,79.683936
18,4,141,82,129.05585664,85.43088
18,5,139,83,125.586816,87.8403072
18,6,141,115,124.8901632,115.73424
18,7,143,116,126.627264,118.464576
18,8,141,119,124.70912,121.450464
18,9,143,122,126.3134208,124.76448
18,10,141,126,123.4694528,127.004928
18,11,141,132,123.2574976,132.618624
18,12,147,136,130.6442624,136.973088
18,13,207,133,183.26656,139.24464
18,14,220,131,200.927744,139.98624
18,15,218,114,202.635264,124.376256
18,16,212,111,196.770432,119.385792
18,17,212,100,198.590592,107.96304
18,18,187,60,174.117632,65.254944
19,1,145,24,137.4453632,26.174112
19,2,145,80,138.310208,77.441856
19,3,140,81,131.6011008,77.748768
19,4,141,88,133.0516352,85.272384
19,5,137,90,129.14757376,86.265696
19,6,123,117,116.4355456,113.32032
19,7,125,119,117.5221632,116.068416
19,8,120,121,113.81248,118.922016
19,9,119,126,113.040384,122.741376
19,10,117,126,110.0448,123.95664
19,11,114,133,108.638976,129.641664
19,12,118,137,113.829888,135.749664
19,13,171,169,164.193664,160.267008
19,14,194,171,181.969664,167.041248
19,15,198,157,189.516416,153.295296
19,16,193,151,184.651392,146.76432
19,17,199,142,190.943232,135.788544
19,18,197,89,186.845952,83.267136
20,1,152,30,138.796736,30.632064
20,2,155,83,144.530688,83.563296
20,3,149,85,138.830976,84.699456
20,4,151,93,140.4571648,92.0180352
20,5,148,94,136.7576832,93.6419808
20,6,136,125,127.1041408,120.984576
20,7,137,127,128.82727296,124.82784
20,8,134,130,124.9520256,127.498176
20,9,134,134,124.9194624,131.239488
20,10,131,135,121.6381568,132.940416
20,11,130,140,120.4940544,138.3504
20,12,136,145,126.0969088,144.41808
20,13,189,168,179.283072,163.15056
20,14,210,171,197.72608,168.8952
20,15,215,156,203.901952,154.374336
20,16,210,150,198.706432,147.773376
20,17,215,138,203.73632,136.192224
20,18,205,83,194.358912,82.569888
21,1,122,24,120.4659456,25.456416
21,2,134,78,130.329088,78.44544
21,3,126,81,124.5000704,80.791584
21,4,130,89,126.8183552,88.238784
21,5,127,92,122.872384,90.6015648
21,6,121,123,116.3006336,118.498944
21,7,122,126,118.30304,121.519392
21,8,119,130,115.18336,124.68576
21,9,120,134,115.3890432,129.009984
21,10,117,134,112.241792,130.275168
21,11,117,140,111.41632,136.768128
21,12,123,148,118.8761856,142.26528
21,13,184,159,173.75936,156.29136
21,14,211,156,193.628288,160.196736
21,15,212,143,198.629504,143.860704
21,16,204,135,192.482944,138.103488
21,17,208,125,196.212864,126.54336
21,18,187,68,180.479616,72.058464
22,1,169,26,152.575232,23.944992
22,2,163,72,148.540544,73.96752
22,3,160,72,141.746944,73.357152
22,4,160,75,142.598912,80.614368
22,5,155,76,139.1889152,81.563136
22,6,130,107,123.6399104,106.717152
22,7,131,109,124.2071552,109.572
22,8,127,112,119.7737216,112.692576
22,9,127,116,118.8360192,116.3352
22,10,124,116,115.8055424,116.975616
22,11,121,123,113.798272,121.784736
22,12,123,128,118.2531072,129.2616
22,13,171,161,165.422976,158.830656
22,14,189,169,181.872512,167.522112
22,15,200,155,191.272448,155.15856
22,16,196,148,187.203968,147.264384
22,17,202,140,194.099328,137.790048
22,18,206,84,195.97376,83.29392
23,1,153,14,138.3929344,17.951712
23,2,138,62,132.9461248,67.02384
23,3,132,62,125.259008,67.164864
23,4,132,67,126.1126016,74.399424
23,5,127,71,122.5696512,74.831616
23,6,111,93,106.445824,99.8574528
23,7,111,96,106.67776,102.5753184
23,8,109,97,102.170368,104.6188512
23,9,109,103,101.689088,109.042272
23,10,103,103,98.238848,108.930528
23,11,101,109,95.780352,115.003104
23,12,102,113,100.965248,122.296896
23,13,144,144,146.451712,153.372384
23,14,168,155,162.525696,162.815904
23,15,176,144,172.324224,149.933088
23,16,173,138,168.109824,142.62
23,17,179,129,176.277504,132.160416
23,18,184,76,179.475712,81.299616
24,1,141,42,129.3173632,33.031392
24,2,163,89,144.72256,84.125664
24,3,160,95,140.0990208,87.7933728
24,4,161,100,143.072256,94.0655712
24,5,158,109,140.2531072,96.57868128
24,6,158,133,136.4190848,124.752384
24,7,160,134,139.3635072,127.914048
24,8,155,138,136.7043456,131.830176
24,9,156,142,138.2645504,135.091488
24,10,153,145,134.9832704,137.38944
24,11,154,151,134.4803712,143.195616
24,12,158,155,140.6507392,148.322304
24,13,214,156,198.105728,154.85856
24,14,237,155,216.846336,156.39984
24,15,239,141,220.420352,140.286912
24,16,231,135,213.35744,135.560544
24,17,232,124,215.592064,123.477984
24,18,211,80,195.127424,71.472
25,1,156,30,142.584064,26.517504
25,2,155,78,144.718976,76.615776
25,3,148,79,138.6323328,77.351328
25,4,149,88,140.0312832,84.216096
25,5,145,89,136.673664,85.88016
25,6,132,113,125.4174848,113.184768
25,7,134,116,126.6411008,116.533152
25,8,130,119,122.7332096,119.395104
25,9,129,123,122.5356672,123.09312
25,10,127,124,119.6403456,124.346304
25,11,126,130,118.341888,129.605856
25,12,132,137,123.9347712,136.467072
25,13,181,160,174.871296,158.486016
25,14,201,166,192.199808,164.87184
25,15,208,155,199.713536,150.987072
25,16,203,147,194.950272,144.170016
25,17,207,138,200.066816,133.194336
25,18,203,78,193.818624,79.299552
26,1,111,30,109.157632,28.64016
26,2,126,76,123.5853056,75.101376
26,3,120,79,117.2818944,77.843424
26,4,125,85,120.9390976,83.72496
26,5,123,86,117.6606208,86.322048
26,6,122,107,112.796672,114.38352
26,7,124,114,114.636672,116.6256
26,8,119,122,111.910656,119.836992
26,9,121,125,112.792448,123.743328
26,10,117,129,109.19424,125.231904
26,11,117,132,109.332864,130.952544
26,12,121,136,116.5591296,136.118976
26,13,179,140,169.19168,145.696896
26,14,198,141,186.935936,148.40736
26,15,201,126,190.203008,132.825312
26,16,192,119,184.027008,127.337376
26,17,193,110,186.828032,116.306496
26,18,172,64,170.057472,70.327584
27,1,186,19,143.551872,33.323328
27,2,182,70,151.209984,80.239584
27,3,180,70,145.676288,81.85776
27,4,178,78,147.93664,87.766752
27,5,172,78,144.74816,89.927568
27,6,156,106,137.2486528,115.365312
27,7,158,108,138.636864,118.368096
27,8,153,111,135.4887552,120.664416
27,9,153,114,135.7583488,124.329312
27,10,149,115,133.2026112,126.359904
27,11,147,120,131.8484608,131.248224
27,12,151,126,136.8198144,137.081088
27,13,199,158,186.795776,151.8912
27,14,210,163,203.204736,155.778528
27,15,220,156,208.204672,142.456896
27,16,219,152,203.44448,136.159488
27,17,229,142,207.347456,126.23088
27,18,233,81,195.876992,78.602784
28,1,136,36,126.3889792,32.911872
28,2,128,90,125.2900736,84.102816
28,3,124,92,117.9690624,85.103808
28,4,122,96,118.726464,92.1421056
28,5,119,98,114.855168,93.457296
28,6,103,120,100.092416,118.746816
28,7,103,123,101.541376,121.434624
28,8,99,125,96.813568,123.757632
28,9,98,129,96.5152,127.712448
28,10,96,129,92.85952,129.13872
28,11,94,135,91.061504,134.6856
28,12,95,141,95.208704,141.05136
28,13,141,172,144.114944,169.52928
28,14,162,182,161.094912,177.473184
28,15,171,169,169.732736,163.890432
28,16,168,162,165.232256,157.62672
28,17,173,155,172.095104,146.228928
28,18,177,100,173.890176,95.83083456
29,1,75,40,83.32416,35.807904
29,2,103,80,105.266176,80.355264
29,3,96,84,100.082432,83.579808
29,4,103,89,103.786624,88.7913504
29,5,100,90,100.980096,92.3497344
29,6,104,117,102.044416,119.268096
29,7,106,118,103.593216,121.196448
29,8,105,123,101.37664,124.189152
29,9,108,125,103.907968,128.18928
29,10,104,130,100.353152,130.835136
29,11,106,135,102.616192,136.246944
29,12,112,138,109.865472,139.245024
29,13,165,128,162.1536,138.34896
29,14,179,129,180.148608,136.929024
29,15,184,114,179.463552,121.991232
29,16,174,107,172.951808,117.781536
29,17,174,99,174.191872,106.387104
29,18,142,59,147.111168,64.053984
30,1,139,40,129.5628416,36.024768
30,2,133,93,129.4400256,88.9489536
30,3,125,93,122.3427968,90.2949504
30,4,127,99,122.9680896,97.048224
30,5,123,100,119.309312,98.7237408
30,6,110,127,105.627136,123.849792
30,7,111,128,107.099648,126.876
30,8,106,131,101.766784,129.336864
30,9,106,134,101.8688,133.708608
30,10,103,136,98.014976,135.216192
30,11,102,141,96.418944,140.892192
30,12,104,147,101.247616,147.004608
30,13,154,172,150.884736,173.618016
30,14,175,183,168.237568,181.529856
30,15,184,170,177.329152,167.825664
30,16,180,162,172.244992,161.266944
30,17,185,154,178.996096,149.828256
30,18,182,97,178.75776,97.839312
31,1,65,20,81.74336,23.405088
31,2,86,71,92.919936,74.525184
31,3,80,74,87.395328,76.672224
31,4,84,81,89.898368,83.656224
31,5,80,84,86.44224,85.587936
31,6,77,115,80.835968,116.05152
31,7,79,117,81.942272,118.446528
31,8,75,122,79.092864,121.334688
31,9,76,124,80.043136,125.50704
31,10,73,127,76.89152,127.708416
31,11,73,134,77.320832,134.44464
31,12,77,138,83.70496,138.455424
31,13,141,150,140.915328,150.42864
31,14,163,147,160.46144,151.922304
31,15,164,134,163.442944,136.921056
31,16,155,128,157.824384,130.676448
31,17,158,117,161.185536,118.504896
31,18,138,65,143.182208,65.778336
32,1,98,42,109.132032,35.754912
32,2,106,93,110.720896,84.672096
32,3,100,94,105.882752,86.515392
32,4,102,102,106.48832,93.7111392
32,5,98,103,103.0336,95.29175136
32,6,87,128,91.292544,120.297888
32,7,88,132,92.624896,122.534496
32,8,84,136,89.298304,125.019744
32,9,84,140,88.886784,129.921984
32,10,81,141,85.658112,129.873504
32,11,81,146,84.90432,136.243392
32,12,84,150,89.712,142.592928
32,13,130,174,136.9254016,169.699104
32,14,154,178,155.86816,176.236128
32,15,160,164,163.511936,162.048864
32,16,156,158,158.117248,155.539584
32,17,160,146,164.242176,145.549632
32,18,150,92,159.830144,92.122704
33,1,90,19,101.437952,23.055648
33,2,110,74,112.901248,74.236224
33,3,100,77,106.79168,76.974048
33,4,106,86,109.78304,83.679552
33,5,100,87,105.5008,86.015712
33,6,94,122,98.4448,115.420032
33,7,97,124,100.470912,117.774432
33,8,93,129,96.76544,121.036512
33,9,94,133,97.090688,125.248128
33,10,91,134,93.922432,126.93456
33,11,90,139,93.900928,133.833216
33,12,97,144,99.985024,138.667296
33,13,159,156,156.912512,155.340288
33,14,173,161,175.20832,158.106144
33,15,182,144,180.845568,142.06944
33,16,175,137,174.166656,136.0968
33,17,179,122,178.176384,124.283232
33,18,162,67,164.2784,71.50704
34,1,75,55,99.298816,38.520096
34,2,88,90,103.735424,87.1483584
34,3,88,96,98.615808,89.3337216
34,4,88,100,100.053504,96.72156
34,5,84,111,96.989056,98.6806464
34,6,79,140,87.061888,123.873888
34,7,81,142,87.852544,125.988288
34,8,78,145,84.79744,129.592416
34,9,80,149,85.353216,133.629984
34,10,77,151,82.076288,133.934016
34,11,78,157,81.85984,140.052096
34,12,85,161,86.89792,145.535904
34,13,138,165,134.6427776,168.14544
34,14,157,163,153.215232,173.237856
34,15,160,153,160.42944,159.856224
34,16,153,147,154.217344,153.500064
34,17,153,134,159.081216,143.358144
34,18,136,93,152.436864,91.2163968
35,1,99,36,108.021888,37.169472
35,2,115,93,119.3644288,85.985088
35,3,108,95,113.359232,89.0028672
35,4,111,105,115.436096,95.64740928
35,5,108,106,111.70688,97.647456
35,6,101,136,104.155648,125.357952
35,7,102,137,106.20928,127.235904
35,8,99,142,102.23808,130.791072
35,9,100,146,102.792192,135.323712
35,10,97,148,100.025216,136.252416
35,11,96,153,100.093568,142.401792
35,12,99,157,105.136384,147.457248
35,13,166,176,157.72544,164.759232
35,14,179,177,175.227136,168.248544
35,15,185,162,180.988416,153.353856
35,16,179,156,174.654464,147.555552
35,17,183,144,179.017984,136.928064
35,18,169,88,168.022656,87.7611264
36,1,147,45,137.4017664,39.137856
36,2,153,102,145.405056,87.929808
36,3,147,103,139.3452544,90.4497888
36,4,150,110,140.6656896,96.62954784
36,5,146,111,137.3888128,98.3479776
36,6,133,141,128.24584448,125.55648
36,7,135,143,129.607616,128.4888
36,8,131,147,125.992512,131.46912
36,9,131,150,126.2658816,135.72768
36,10,128,151,123.457664,137.141088
36,11,127,155,122.6949888,142.821888
36,12,131,160,127.690976,146.762208
36,13,185,183,178.44672,165.664512
36,14,205,188,195.654272,171.833184
36,15,212,175,202.007424,157.533408
36,16,207,168,196.839296,151.612032
36,17,213,156,199.909376,141.377376
36,18,204,100,193.683456,92.3745696
37,1,121,14,122.9049216,19.739136
37,2,115,72,118.75616,69.44736
37,3,107,73,112.694912,70.715712
37,4,108,81,112.759168,78.094464
37,5,104,82,109.52896,78.676608
37,6,89,111,94.507648,103.5228096
37,7,91,113,95.707776,105.886848
37,8,86,117,91.04128,107.955744
37,9,85,120,90.847744,112.350432
37,10,83,121,87.540608,112.908768
37,11,82,128,85.936,119.015136
37,12,87,133,90.65408,125.71728
37,13,138,166,138.1561472,159.391296
37,14,162,172,155.40032,167.328192
37,15,170,157,164.59072,153.481536
37,16,165,148,159.68256,146.22192
37,17,172,137,167.444864,135.620064
37,18,169,79,167.759744,81.143904
38,1,68,50,85.29344,40.433568
38,2,100,88,106.600192,85.734336
38,3,92,94,101.21472,89.3414112
38,4,100,104,104.551296,95.0368704
38,5,97,113,102.196096,98.513712
38,6,99,131,101.259392,126.78576
38,7,102,132,103.385984,128.81136
38,8,100,138,101.065856,133.19904
38,9,102,141,102.927616,136.544736
38,10,100,143,99.80416,138.577632
38,11,100,150,100.972928,144.592512
38,12,106,153,107.442816,148.075392
38,13,165,145,162.199808,152.09232
38,14,181,142,179.622784,151.560096
38,15,181,130,181.529344,136.357632
38,16,171,124,174.19392,131.408544
38,17,170,113,174.864768,121.603392
38,18,145,75,153.824256,76.743936
39,1,140,17,133.5275648,21.877536
39,2,129,72,126.1705856,71.973216
39,3,122,73,119.887168,73.17072
39,4,121,82,119.6616448,80.084544
39,5,117,80,116.3983744,80.562528
39,6,95,106,99.624704,105.0218784
39,7,95,108,100.909696,107.513376
39,8,89,112,96.133376,109.891296
39,9,89,116,95.901952,114.482016
39,10,86,116,92.220544,114.747264
39,11,82,124,90.58368,120.435936
39,12,85,130,95.07904,127.64976
39,13,134,169,141.821824,162.185184
39,14,156,180,160.265856,170.16528
39,15,163,170,169.543424,156.800064
39,16,160,158,164.873728,149.956032
39,17,167,151,173.096448,138.797088
39,18,179,88,175.155968,83.902272
40,1,76,34,83.5648,31.56624
40,2,89,83,94.995328,80.0616
40,3,85,86,89.351424,82.898784
40,4,86,95,92.055552,89.96256
40,5,80,104,89.0592,92.2880832
40,6,76,124,82.93312,120.878208
40,7,77,126,84.68288,122.876448
40,8,74,129,81.457792,126.823008
40,9,75,133,82.833408,130.735488
40,10,73,135,79.452288,132.304512
40,11,72,141,79.475328,137.934336
40,12,79,146,85.616896,142.998528
40,13,132,155,140.5197184,155.788704
40,14,149,158,158.562176,156.887616
40,15,154,143,163.830144,143.033376
40,16,148,138,156.607104,137.077536
40,17,152,127,159.222528,126.005952
40,18,137,79,143.838976,74.710752
41,1,134,18,135.5231744,23.649792
41,2,145,76,141.079552,74.74128
41,3,139,78,134.8288896,76.711584
41,4,142,84,136.2814976,83.541792
41,5,139,86,133.185344,84.642624
41,6,132,118,122.887872,113.330112
41,7,133,119,124.6195712,117.297408
41,8,131,123,120.7910272,120.279072
41,9,132,127,120.654656,124.674048
41,10,129,129,116.9226624,125.407776
41,11,129,134,116.5431808,131.225568
41,12,133,137,123.5229952,136.886112
41,13,189,154,174.972928,156.027456
41,14,210,156,193.924224,161.36928
41,15,214,142,200.158208,146.566752
41,16,207,135,194.3744,140.62032
41,17,210,126,198.992,129.24528
41,18,197,71,191.11168,76.543488
42,1,88,44,98.061952,37.372896
42,2,102,98,107.56096,86.5936416
42,3,94,100,102.275456,89.5263648
42,4,97,108,104.326144,96.44462784
42,5,95,109,100.79936,98.8468704
42,6,86,141,93.872,126.456
42,7,89,142,95.112576,128.711712
42,8,84,147,92.150528,132.189792
42,9,86,150,92.695296,136.768512
42,10,83,152,89.31456,137.490048
42,11,83,159,89.760768,144.01824
42,12,87,163,95.467264,149.179296
42,13,144,175,148.040832,165.512448
42,14,166,178,166.882304,168.727104
42,15,172,164,172.790784,154.068672
42,16,164,156,166.257152,148.067232
42,17,166,146,170.320896,137.802912
42,18,150,89,157.57824,85.465344
43,1,123,38,122.9924096,34.329312
43,2,119,90,121.9904256,85.914816
43,3,111,91,115.9380352,87.4831776
43,4,112,100,116.478592,94.7334432
43,5,107,100,112.647424,95.31167616
43,6,91,128,98.172544,121.450944
43,7,92,130,99.603328,123.85968
43,8,87,135,95.181952,127.222176
43,9,87,138,94.955136,131.550048
43,10,84,138,91.438848,131.34864
43,11,82,145,90.860416,137.872896
43,12,84,151,95.340032,144.682176
43,13,139,182,144.58752,172.54704
43,14,156,190,162.282368,179.9736
43,15,168,176,170.988928,166.323552
43,16,163,168,165.771392,159.407136
43,17,170,159,172.690944,148.737504
43,18,172,101,172.056448,95.87320128
44,1,176,31,153.34528,30.110592
44,2,171,79,152.563456,80.115168
44,3,162,77,146.81152,82.170912
44,4,163,84,147.219072,88.1421024
44,5,160,84,144.191872,89.5804416
