Image,Landmark,x1,y1,x2,y2
6,8,186,143,174.882048,141.58608
6,9,188,146,177.194496,146.159328
6,10,181,154,169.712512,152.333376
6,11,128,157,118.155456,156.425088
6,12,104,155,99.081472,156.465024
6,13,104,140,94.400512,139.826112
6,14,110,136,101.116928,134.921472
6,15,109,124,99.174272,123.036384
6,16,128,72,119.5247104,72.234432
8,1,167,32,164.90176,28.475904
8,2,169,90,170.994944,104.1844128
8,3,184,107,175.662464,108.805056
8,4,181,118,172.278656,119.050944
8,5,186,130,176.017664,128.16144
8,6,182,131,172.612352,130.611072
8,7,186,137,176.177152,134.780256
8,8,185,139,174.128128,137.919744
8,9,187,144,176.99776,142.526016
8,10,180,150,169.518464,149.505984
8,11,130,158,118.1784192,156.110016
8,12,107,160,98.459264,156.791328
8,13,102,144,93.911168,140.829888
8,14,107,139,99.893504,135.29232
8,15,105,127,97.909888,123.26208
8,16,120,75,115.3203328,70.271328
9,1,191,25,177.284096,35.728032
9,2,180,114,171.801216,112.152192
9,3,184,122,176.301824,117.784128
9,4,178,130,171.659904,127.26816
9,5,180,139,174.105216,137.638848
9,6,177,143,170.447232,139.685376
9,7,179,148,173.469696,144.130464
9,8,176,151,170.954752,146.974848
9,9,180,156,172.614144,152.088288
9,10,171,162,164.834048,157.629888
9,11,111,164,112.413696,157.84464
9,12,91,160,93.420032,156.606048
9,13,89,144,90.454144,139.459968
9,14,98,137,97.084544,134.972736
9,15,98,125,95.998592,122.158656
9,16,125,72,120.6542592,72.813312
10,1,121,33,123.6111744,30.29376
10,2,140,105,143.528576,103.3555104
10,3,146,109,148.953472,106.710432
10,4,145,119,148.25088,116.70096
10,5,151,129,153.628544,125.252064
10,6,150,131,152.059392,128.767392
10,7,153,134,155.503616,132.086784
10,8,153,137,155.054848,134.865792
10,9,156,141,157.50912,139.079712
10,10,150,149,152.588544,147.460032
10,11,105,168,103.533824,164.96832
10,12,85,173,84.564224,168.921696
10,13,78,159,76.825344,155.152896
10,14,83,153,82.075264,147.559872
10,15,77,141,76.808064,136.369824
10,16,81,83,83.070464,81.826368
11,1,104,9,113.618176,15.327072
11,2,136,93,138.2257536,95.2200048
11,3,142,97,143.782272,99.1412064
11,4,141,110,143.483648,109.313568
11,5,150,121,150.94464,118.74528
11,6,147,125,149.054848,122.631456
11,7,152,128,152.93696,126.025632
11,8,152,132,152.817664,129.348192
11,9,156,136,155.08416,133.68672
11,10,151,147,150.297728,142.196064
11,11,99,173,96.333824,165.02112
11,12,73,182,76.186624,170.43648
11,13,62,166,66.881536,155.481984
11,14,68,159,72.191616,147.640416
11,15,59,145,64.886144,135.341952
11,16,59,75,69.708672,75.626304
12,1,83,33,106.182784,29.250624
12,2,114,103,125.1495424,104.5926624
12,3,119,104,130.6326016,108.079584
12,4,120,114,129.8129408,118.105536
12,5,130,123,135.1444736,126.844032
12,6,127,127,133.4553088,129.837024
12,7,132,128,137.9601536,133.194432
12,8,132,131,137.2998528,136.6824
12,9,136,133,138.9049472,140.231616
12,10,130,147,134.5316864,148.358112
12,11,86,174,83.7792,166.4976
12,12,76,182,66.19328,171.20016
12,13,59,167,57.415552,156.869184
12,14,63,162,63.051776,150.126816
12,15,55,152,57.259648,138.373152
12,16,48,95,63.509376,84.739488
13,1,111,28,121.4569088,27.100896
13,2,114,105,126.94238336,106.072224
13,3,120,110,131.43808,109.8384
13,4,116,121,128.87266304,119.977344
13,5,119,129,133.3491456,129.880896
13,6,116,132,129.444672,132.893472
13,7,119,136,133.8268672,136.943808
13,8,117,139,132.7683328,140.659584
13,9,120,145,135.0641536,144.21264
13,10,114,152,128.30625024,151.941216
13,11,60,162,71.007104,161.429952
13,12,41,164,52.63104,163.672704
13,13,35,146,46.407168,146.95872
13,14,41,141,53.031808,140.607648
13,15,38,126,48.426496,128.334144
13,16,56,76,65.157632,73.87296
14,1,191,6,194.489472,21.47088
14,2,220,77,196.927104,100.3083264
14,3,224,77,201.001856,104.90904
14,4,226,89,197.16224,115.90272
14,5,233,96,201.276672,125.663136
14,6,233,100,198.054528,129.134016
14,7,236,102,201.37984,132.566208
14,8,237,105,200.112768,136.442784
14,9,241,108,202.046336,141.074016
14,10,236,119,192.670336,148.016352
14,11,189,143,139.8983808,151.536864
14,12,177,152,118.8801152,153.154848
14,13,163,138,114.249728,135.420384
14,14,167,131,122.0414464,130.849632
14,15,160,122,119.7986048,117.025536
14,16,155,65,139.785152,64.28304
15,1,151,12,142.074752,16.235328
15,2,162,92,159.470208,93.8950464
15,3,167,97,164.831488,97.6541568
15,4,165,107,162.908544,108.687264
15,5,170,118,168.414336,117.396384
15,6,167,121,166.358272,120.772512
15,7,172,125,169.783552,124.236864
15,8,171,129,168.849024,127.401024
15,9,173,133,172.397568,132.009408
15,10,169,141,165.970816,140.507136
15,11,112,155,112.516864,157.846656
15,12,91,160,93.298048,160.995264
15,13,84,143,85.447424,144.973056
15,14,90,137,91.905152,138.008352
15,15,85,122,86.652544,127.04544
15,16,95,68,96.5888,67.569216
16,1,118,24,125.3511424,23.97936
16,2,141,93,144.261632,98.3566368
16,3,146,97,149.613184,102.0448224
16,4,144,107,148.146944,112.38816
16,5,150,115,153.52768,120.895872
16,6,149,119,151.674368,124.111392
16,7,152,121,155.371392,127.712064
16,8,151,125,154.956928,130.68624
16,9,154,129,156.995072,135.280032
16,10,149,138,151.40096,143.342688
16,11,104,156,100.767104,159.418272
16,12,86,161,80.504576,162.421632
16,13,75,146,73.60256,147.976608
16,14,80,141,79.094528,140.947968
16,15,75,131,73.831936,129.540672
16,16,81,73,82.928384,73.771872
17,1,126,26,137.9303296,32.94528
17,2,132,107,138.9639296,110.7384
17,3,138,113,143.562624,115.055904
17,4,133,122,139.6668416,124.4664
17,5,134,132,143.244032,134.897088
17,6,131,135,139.8194048,137.288448
17,7,134,139,143.938432,141.6336
17,8,129,141,142.861056,144.777504
17,9,134,145,144.746752,149.173824
17,10,129,153,137.373376,155.259456
17,11,84,161,81.11104,161.121792
17,12,58,161,60.49536,161.238816
17,13,55,143,56.076672,144.615936
17,14,60,137,63.172736,139.108512
17,15,59,129,59.981184,127.942368
17,16,81,70,80.498944,75.812832
18,1,119,17,127.974074368,22.265952
18,2,144,88,148.736,95.50057728
18,3,150,93,154.524288,98.8562784
18,4,151,102,153.290752,109.564512
18,5,157,109,159.377408,118.432128
18,6,155,113,157.471104,121.477344
18,7,159,116,161.069568,124.401888
18,8,160,119,160.328448,127.590624
18,9,164,123,162.81984,132.120864
18,10,158,132,158.0896,140.3976
18,11,109,156,108.755328,158.312256
18,12,91,163,88.661376,162.276288
18,13,84,147,80.541824,148.221312
18,14,89,142,86.156544,140.862144
18,15,82,129,80.404736,130.197216
18,16,83,80,87.310336,73.111104
19,1,124,28,127.75363968,33.39888
19,2,145,114,142.69824,108.767904
19,3,150,115,148.23616,112.516128
19,4,147,128,146.305408,122.284224
19,5,153,136,151.353984,131.542464
19,6,149,139,149.365888,134.81472
19,7,153,141,152.628096,138.38064
19,8,152,146,152.149504,141.088704
19,9,156,150,154.098176,145.680288
19,10,151,158,148.94144,153.296928
19,11,106,175,97.207936,167.57856
19,12,77,180,76.9152,170.520384
19,13,70,164,69.525888,155.413248
19,14,75,157,75.510912,148.761408
19,15,71,147,70.921728,137.76768
19,16,81,82,81.44,83.269056
20,1,162,21,157.4976,25.756128
20,2,177,102,168.16192,104.4317088
20,3,182,105,173.450368,108.993024
20,4,181,115,170.4288,119.301504
20,5,186,127,175.396224,128.892
20,6,184,130,172.606464,131.738208
20,7,187,134,175.862144,135.484032
20,8,185,136,174.597248,138.701952
20,9,190,139,177.4432,143.47776
20,10,181,150,170.343552,151.496832
20,11,128,165,117.668928,162.56448
20,12,108,167,98.313984,164.31264
20,13,101,152,92.964736,148.3224
20,14,107,145,99.015936,142.144992
20,15,104,134,95.056768,130.360704
20,16,116,71,108.684416,74.9856
21,1,122,23,130.6368,25.197216
21,2,143,109,145.112192,107.881824
21,3,150,113,150.3488,112.23744
21,4,147,125,147.422336,122.84112
21,5,153,133,152.491776,133.497504
21,6,149,138,150.565888,135.897984
21,7,153,141,154.756352,139.961856
21,8,153,144,153.591808,143.216064
21,9,155,148,155.802112,148.067904
21,10,150,158,149.221632,155.538816
21,11,97,177,92.745088,169.554912
21,12,70,178,70.443136,172.346976
21,13,62,160,63.813248,156.068256
21,14,67,154,70.07424,148.942464
21,15,63,144,65.36064,136.898112
21,16,78,69,79.373568,77.494752
22,1,133,20,134.8999424,23.01888
22,2,147,96,148.67968,99.2839776
22,3,153,103,154.339584,103.2580512
22,4,153,112,151.699712,114.329376
22,5,158,123,156.63168,123.147648
22,6,155,124,154.63552,126.236352
22,7,157,128,157.857024,130.036224
22,8,157,131,156.6784,132.890304
22,9,161,135,158.73216,137.840736
22,10,151,146,152.835328,145.247904
22,11,103,158,101.828992,158.52912
22,12,80,160,81.284224,161.004864
22,13,73,144,75.644032,145.482432
22,14,80,138,81.5872,138.346752
22,15,76,125,77.286144,126.529728
22,16,87,73,89.56928,71.069856
23,1,144,30,149.575936,29.662368
23,2,165,107,161.45408,106.766784
23,3,171,109,167.092224,111.03792
23,4,170,120,164.984832,120.268896
23,5,177,129,170.826624,130.711008
23,6,176,132,168.272384,133.384704
23,7,178,135,171.8016,136.764576
23,8,177,139,170.9056,140.041728
23,9,180,143,173.289216,144.564384
23,10,174,152,167.509248,152.376384
23,11,125,168,114.449408,166.661568
23,12,106,172,96.28288,169.466496
23,13,96,157,89.807104,153.948384
23,14,101,151,95.845376,147.254976
23,15,96,141,91.41568,135.888864
23,16,104,82,101.866624,81.56496
24,1,173,13,166.083072,18.489024
24,2,182,93,176.1152,95.33861856
24,3,186,97,181.475328,99.5772384
24,4,184,107,179.003136,110.419104
24,5,189,115,183.71584,119.850432
24,6,186,118,180.543232,122.590368
24,7,189,121,184.582784,126.387936
24,8,188,125,182.333184,129.957888
24,9,192,130,186.139008,134.699808
24,10,187,139,178.745088,142.580064
24,11,134,152,126.6431232,153.676032
24,12,110,156,105.438592,156.03024
24,13,106,137,99.78112,139.670592
24,14,113,131,106.142208,133.696608
24,15,109,120,102.54976,121.648224
24,16,121,66,115.7149056,67.72368
25,1,178,31,165.483776,27.902304
25,2,203,107,188.161536,103.1950464
25,3,208,114,192.94912,106.365216
25,4,207,120,192.894976,117.643776
25,5,214,130,198.479616,125.865312
25,6,212,132,195.558912,129.5952
25,7,216,136,200.189312,132.589056
25,8,214,139,197.563648,135.839904
25,9,220,143,201.577216,139.543392
25,10,213,150,195.620864,147.852288
25,11,162,172,146.563968,166.357344
25,12,143,177,126.5435776,171.586272
25,13,133,164,118.4599424,155.7888
25,14,138,157,124.2993152,149.723616
25,15,133,148,118.4150912,138.865824
25,16,137,85,124.7708928,78.748704
26,1,114,31,125.5661312,29.998368
26,2,131,102,139.0829568,104.3838336
26,3,138,111,144.176,108.312384
26,4,137,119,142.57984,117.58704
26,5,143,127,147.436416,126.61488
26,6,141,131,145.433728,129.998592
26,7,144,134,149.01184,133.778304
26,8,144,137,148.370432,136.618368
26,9,147,141,150.004224,140.701056
26,10,138,150,144.685952,148.349952
26,11,92,162,93.97568,162.24864
26,12,72,168,74.632576,165.04416
26,13,63,152,68.066432,150.524256
26,14,70,145,73.527296,143.739264
26,15,65,129,68.96,132.235488
26,16,74,79,79.844992,79.222752
27,1,143,31,146.068864,32.982912
27,2,137,112,141.02336,109.889472
27,3,141,117,145.554816,114.424704
27,4,137,126,141.338496,124.481952
27,5,140,139,144.404864,135.403296
27,6,138,141,140.7600896,137.712
27,7,140,145,143.965568,142.164576
27,8,137,148,142.813952,145.303584
27,9,141,153,144.7424,150.149952
27,10,130,160,136.4332288,155.50176
27,11,74,161,80.920832,157.466016
27,12,53,158,61.138304,156.583392
27,13,51,143,57.778176,139.937568
27,14,59,137,65.328,134.190624
27,15,56,128,62.765056,122.565888
27,16,82,69,86.411008,72.093984
28,1,178,35,171.422336,33.033312
28,2,183,116,173.913856,111.030048
28,3,188,121,178.819712,115.857504
28,4,184,131,175.973248,126.172704
28,5,188,138,179.795456,136.093632
28,6,186,143,176.440832,138.603552
28,7,187,148,179.810304,142.640544
28,8,185,151,177.83808,145.631232
28,9,188,155,180.384384,150.41088
28,10,179,162,173.270784,157.153056
28,11,132,166,117.9303936,164.21712
28,12,105,170,99.122944,164.61024
28,13,101,153,93.677696,147.546912
28,14,108,147,100.91456,142.647168
28,15,106,138,97.87264,129.91824
28,16,125,84,117.0813184,75.75264
29,1,100,31,116.7285632,27.14784
29,2,133,101,140.3781376,100.2746112
29,3,138,104,146.371072,104.2079328
29,4,138,114,145.227264,113.872992
29,5,143,120,151.474944,121.961088
29,6,141,123,149.933056,125.915616
29,7,145,125,153.505024,129.225984
29,8,145,129,152.971136,132.840192
29,9,148,132,155.801088,136.281312
29,10,145,141,149.666304,145.2552
29,11,101,166,101.733504,164.404128
29,12,81,172,81.969024,168.13056
29,13,72,160,74.120064,154.588704
29,14,76,153,78.460928,147.387072
29,15,71,145,72.704,136.095552
29,16,71,90,77.035392,80.649696
30,1,121,32,131.3020544,29.67888
30,2,162,100,156.066816,99.1976736
30,3,168,101,162.398848,102.1506336
30,4,170,108,163.097088,110.167296
30,5,182,117,173.139072,120.271392
30,6,180,121,171.02592,123.230304
30,7,185,123,175.482368,125.023008
30,8,185,127,174.783744,129.90096
30,9,189,128,179.227904,132.08784
30,10,185,140,174.487168,142.245696
30,11,141,174,131.8280064,169.306272
30,12,129,183,116.423232,174.957504
30,13,116,172,106.557056,163.112448
30,14,119,165,110.678912,154.9728
30,15,108,152,103.67232,144.648672
30,16,96,104,99.243904,95.930641632
31,1,110,18,118.7658624,19.460544
31,2,153,88,155.986432,92.5756416
31,3,159,90,162.255232,95.23138944
31,4,161,101,163.455232,106.026624
31,5,170,110,171.82336,113.792832
31,6,167,113,169.980928,117.735744
31,7,173,114,174.268928,119.686368
31,8,174,117,174.835328,123.662784
31,9,177,121,178.50368,127.051776
31,10,176,131,173.299328,137.989728
31,11,135,173,127.80621568,166.18848
31,12,115,182,107.754496,174.603936
31,13,103,169,96.058112,160.849632
31,14,106,161,100.310016,153.187776
31,15,97,151,91.749248,143.120352
31,16,83,90,86.756992,81.991008
32,1,152,22,150.198272,23.222112
32,2,155,98,157.7728,97.322592
32,3,159,101,163.512448,102.4054848
32,4,158,110,160.55872,112.179744
32,5,164,120,166.180224,123.020256
32,6,161,124,162.434944,125.106144
32,7,165,127,166.402432,128.795136
32,8,164,130,165.114496,132.299712
32,9,167,136,168.422144,136.809792
32,10,161,142,160.867456,144.401952
32,11,107,158,109.492096,154.341504
32,12,92,159,89.844224,156.264576
32,13,85,145,84.36096,140.155488
32,14,91,138,91.048704,134.55024
32,15,87,128,87.294976,122.889312
32,16,98,71,100.484096,70.919424
33,1,91,18,105.551616,24.578016
33,2,116,104,121.9763712,103.8417984
33,3,122,107,129.3196032,108.819264
33,4,121,118,126.1575936,118.579008
33,5,127,128,133.5192064,127.632288
33,6,124,132,131.3357568,131.46144
33,7,129,136,134.3617536,134.568192
33,8,128,140,133.3410816,138.141024
33,9,131,145,136.558656,141.86112
33,10,125,154,129.3698048,151.7544
33,11,72,176,72.824576,168.460416
33,12,52,182,54.452224,171.47712
33,13,39,167,45.193088,156.034656
33,14,45,158,50.82816,149.45904
33,15,38,145,45.22368,137.07312
33,16,43,86,55.544448,77.987808
34,1,133,42,139.8692352,36.06
34,2,139,115,140.907264,109.18512
34,3,145,119,145.134464,114.31776
34,4,142,129,142.167936,122.940192
34,5,148,138,146.55296,134.284608
34,6,147,142,144.281216,136.418592
34,7,149,145,146.297088,140.98608
34,8,148,148,144.774272,143.904288
34,9,150,152,147.486976,148.410432
34,10,145,160,139.797568,155.097216
34,11,86,170,94.14912,161.838528
34,12,71,169,76.796544,161.248416
34,13,69,155,73.946624,146.671872
34,14,74,149,80.060416,141.034944
34,15,70,138,77.892608,128.179968
34,16,82,88,92.226304,80.7576
35,1,178,19,164.944384,22.468896
35,2,173,104,165.616256,100.0139808
35,3,177,109,170.877696,105.2910048
35,4,172,118,166.849536,115.244256
35,5,176,130,170.860672,125.787744
35,6,174,134,167.74848,128.085504
35,7,175,138,171.15008,132.554304
35,8,174,141,169.593216,135.615168
35,9,175,146,172.606336,139.95936
35,10,169,153,163.956608,147.532608
35,11,111,157,110.347008,153.135648
35,12,90,160,88.978432,152.926944
35,13,82,141,85.3952,136.189056
35,14,89,135,92.30656,130.803936
35,15,88,123,90.330752,118.75104
35,16,111,60,108.459008,67.105152
36,1,129,13,130.8398976,16.846944
36,2,147,92,147.176064,92.5448832
36,3,153,95,152.972928,97.041936
36,4,151,106,151.652864,106.788864
36,5,159,119,157.187328,116.67888
36,6,158,121,155.206272,119.922432
36,7,159,124,159.023872,123.884064
36,8,159,126,158.63168,126.369888
36,9,162,128,161.130752,131.1432
36,10,157,139,154.119168,139.624896
36,11,107,157,102.566656,155.338752
36,12,83,160,83.073152,158.18064
36,13,78,142,76.288,143.394816
36,14,81,138,81.23072,136.862208
36,15,75,124,76.141824,124.8912
36,16,82,64,84.48512,70.231776
37,1,166,30,163.830272,33.9192
37,2,160,117,156.242816,111.763488
37,3,164,123,160.788736,117.835296
37,4,158,133,155.892096,127.133856
37,5,161,146,158.21568,139.030464
37,6,156,147,154.46592,140.269632
37,7,160,153,157.079808,145.72176
37,8,159,155,155.619456,148.165632
37,9,160,160,157.87328,152.895072
37,10,150,166,148.224,159.172512
37,11,90,164,93.609728,158.523744
37,12,67,161,72.57024,156.050976
37,13,65,143,70.771072,139.328928
37,14,73,137,78.38144,133.976352
37,15,72,124,77.743104,122.377152
37,16,103,67,103.908224,69.432096
38,1,149,32,151.262976,31.593408
38,2,138,109,143.593472,108.492768
38,3,142,114,148.205312,114.564768
38,4,137,124,142.990208,123.423552
38,5,139,136,145.338752,134.55408
38,6,135,137,142.37504,136.486368
38,7,138,142,144.767744,141.086208
38,8,136,145,142.734848,143.490816
38,9,139,151,144.742144,148.304064
38,10,130,155,135.3714944,154.647072
38,11,73,156,80.80512,153.13536
38,12,55,152,60.221696,150.438048
38,13,52,137,58.00128,133.999392
38,14,61,131,65.413376,129.282624
38,15,60,120,65.479168,117.134688
38,16,84,76,91.16032,65.986272
39,1,160,23,153.394944,24.01008
39,2,146,108,147.53728,104.2672416
39,3,150,113,152.613248,110.04192
39,4,144,126,146.67968,119.284224
39,5,146,136,149.816704,130.4904
39,6,142,138,147.271168,132.69696
39,7,145,144,149.072896,136.877664
39,8,142,147,147.759232,139.858752
39,9,144,152,149.414912,144.335424
39,10,134,156,140.6096896,150.895776
39,11,78,155,83.319552,151.168704
39,12,54,147,62.084224,149.224992
39,13,53,130,60.04416,131.81568
39,14,62,125,67.90592,127.009248
39,15,61,115,67.2992,114.73632
39,16,91,60,92.905088,60.516192
41,1,152,11,148.806016,17.95872
41,2,168,94,165.637376,94.41552
41,3,173,97,171.335552,98.8556064
41,4,171,109,169.887232,108.86448
41,5,179,119,176.45632,119.056512
41,6,175,122,173.825024,122.304384
41,7,178,126,177.665152,125.372256
41,8,179,129,176.692224,129.233472
41,9,181,133,180.92672,133.066368
41,10,174,142,173.388672,141.872544
41,11,121,161,121.6577792,158.722272
41,12,102,162,101.6704,162.455232
41,13,96,149,93.807616,146.548992
41,14,102,140,100.28672,140.307744
41,15,97,131,94.80384,128.191584
41,16,104,71,102.086784,73.000704
42,1,152,42,150.59648,39.033312
42,2,137,127,144.162176,117.102048
42,3,140,132,149.107712,122.793696
42,4,136,142,144.256896,132.420768
42,5,138,154,146.882816,144.386304
42,6,132,154,143.822592,145.812
42,7,136,159,146.31168,150.86928
42,8,134,161,144.253568,153.181632
42,9,136,167,146.63424,158.368128
42,10,127,173,137.7125248,165.40128
42,11,73,169,84.450688,166.348128
42,12,47,162,64.069632,164.046432
42,13,49,146,62.225536,147.896256
42,14,58,142,69.606528,141.860064
42,15,56,132,68.285952,129.43296
42,16,85,80,91.175424,78.64128
43,1,121,15,130.3214976,19.163808
43,2,149,97,150.685824,99.02088
43,3,156,101,157.74976,103.0470336
43,4,154,114,155.346304,113.478624
43,5,159,123,162.385408,123.704544
43,6,156,125,160.503424,126.93888
43,7,160,129,163.835392,129.819264
43,8,159,132,163.300736,133.382592
43,9,162,138,166.024448,138.067872
43,10,157,147,159.884288,146.737056
43,11,110,168,107.146752,166.383168
43,12,84,172,87.862528,171.16416
43,13,77,157,79.315712,155.2944
43,14,84,152,83.808896,147.884928
43,15,77,138,78.331136,136.020096
43,16,81,74,84.233728,76.546464
44,1,134,21,139.1336064,22.692288
44,2,149,93,152.577024,97.2195456
44,3,158,98,159.024256,101.3048448
44,4,158,109,155.87584,111.618048
44,5,164,118,161.319936,121.738944
44,6,162,121,158.54208,124.022688
44,7,165,123,162.526336,127.524672
44,8,165,126,161.33952,131.095296
44,9,167,130,164.698624,135.585696
44,10,162,140,157.631104,143.333376
44,11,110,156,109.006208,156.531168
44,12,93,161,89.22944,159.062592
44,13,85,145,83.711744,143.595264
44,14,90,139,89.176192,137.644608
44,15,84,127,85.421056,125.62896
44,16,93,69,95.405568,73.21584
45,1,140,27,140.5069696,27.26736
45,2,147,103,148.86208,102.6586176
45,3,152,108,153.768832,107.366688
45,4,149,117,150.641664,116.987712
45,5,155,127,155.70752,128.12688
45,6,152,131,153.04128,130.013856
45,7,155,135,156.004864,134.103456
45,8,155,138,154.965888,137.717472
45,9,158,143,158.004608,142.094304
45,10,151,150,150.3968,149.1816
45,11,100,161,100.293376,158.765568
45,12,82,166,80.947968,160.100736
45,13,73,150,76.375808,144.823104
45,14,79,142,82.796672,138.964704
45,15,75,131,79.84192,126.298368
45,16,88,74,92.306816,75.733344
46,1,140,29,139.9699456,31.536384
46,2,168,103,165.252864,99.1666944
46,3,171,104,171.971584,102.800256
46,4,173,111,172.59136,110.236896
46,5,186,123,181.663872,120.336
46,6,183,125,179.497856,123.470304
46,7,188,127,183.816064,125.275968
46,8,190,130,182.91584,129.656064
46,9,193,133,187.1008,131.618592
46,10,190,142,181.903872,141.868128
46,11,141,179,137.8624128,167.0304
46,12,133,180,121.8498048,172.432512
46,13,124,170,111.960192,160.756128
46,14,127,162,116.6996096,152.573472
46,15,118,154,110.01856,143.339616
46,16,109,112,107.367936,93.2774112
47,1,189,47,166.55232,36.980832
47,2,183,117,177.613312,108.126048
47,3,190,123,184.059392,113.68224
47,4,185,133,182.04416,123.288768
47,5,187,142,185.126784,131.615808
47,6,184,143,182.468352,134.606784
47,7,186,147,184.963712,137.89728
47,8,185,149,183.708288,141.156096
47,9,187,155,186.579072,145.559616
47,10,180,160,179.970432,151.72368
47,11,131,159,132.5747072,160.621344
47,12,113,160,113.481728,162.462624
47,13,109,144,107.573888,148.100064
47,14,116,139,113.220352,142.353312
47,15,115,129,110.155008,132.32256
47,16,136,82,125.225344,80.2008
48,1,124,43,127.7847552,39.4344
48,2,137,124,130.5094656,114.793728
48,3,143,128,133.79008,119.287104
48,4,141,138,131.3685632,128.39904
48,5,145,146,133.429824,138.779904
48,6,142,149,132.8421504,141.827712
48,7,147,154,133.2470784,145.37472
48,8,146,157,133.0954112,148.897344
48,9,148,161,134.7978368,153.164736
48,10,141,169,130.3399424,160.504608
48,11,88,179,95.67424,170.611584
48,12,68,181,81.232384,171.940032
48,13,62,166,80.713344,157.399488
48,14,69,160,84.781952,150.648576
48,15,65,145,82.827136,138.062208
48,16,80,89,92.135552,89.1753312
49,1,122,10,126.83441536,12.64752
49,2,161,87,159.16864,87.3247872
49,3,166,89,165.662208,90.1889568
49,4,166,101,166.27008,101.3075904
49,5,176,109,174.566784,109.746816
49,6,176,115,173.449088,113.696544
49,7,179,117,177.241984,116.208096
49,8,180,120,177.036544,119.38032
49,9,183,123,181.30944,123.480768
49,10,179,133,175.50912,134.58
49,11,130,164,127.00655744,161.61744
49,12,109,173,107.347584,168.672288
49,13,98,158,96.013056,153.952128
49,14,102,152,100.948224,146.858496
49,15,93,140,93.189248,135.982656
49,16,89,85,90.583808,73.326144
50,1,166,34,163.14432,32.422464
50,2,197,109,186.162176,107.076768
50,3,202,111,191.9584,111.422784
50,4,202,121,191.622656,119.332704
50,5,210,130,199.111552,129.419328
50,6,207,134,196.438784,132.559392
50,7,212,137,199.833344,135.086208
50,8,213,140,199.53856,138.8616
50,9,215,143,204.179456,142.207776
50,10,209,154,197.304064,151.6632
50,11,164,180,149.238784,172.63584
50,12,145,189,130.6927488,176.664288
50,13,133,175,120.8581376,163.457088
50,14,138,167,126.6036736,156.037824
50,15,128,150,120.5420416,146.092032
50,16,128,87,122.9005568,90.3448032
51,1,123,13,124.6772992,13.441632
51,2,148,89,146.363136,90.0840096
51,3,153,92,152.439296,94.109328
51,4,151,104,151.505536,103.6041792
51,5,157,114,158.723456,113.42112
51,6,154,117,157.362816,117.013344
51,7,159,119,160.846336,120.754752
51,8,158,122,161.049088,123.425376
51,9,161,127,163.529088,127.937664
51,10,155,137,157.333376,136.993728
51,11,104,159,105.451392,157.665504
51,12,84,162,86.394624,162.210912
51,13,77,149,78.296064,147.734112
51,14,82,141,82.720896,140.299104
51,15,75,129,76.087936,129.3048
