Image,Landmark,x1,y1,x2,y2
7,5,222,79,218.861184,80.031072
7,6,151,77,147.344384,77.614464
7,7,208,56,205.974272,55.732512
7,8,163,55,160.61312,55.63776
7,9,201,36,199.871872,35.253504
7,10,166,36,164.706176,35.964288
8,1,197,134,203.1808,132.507648
8,2,111,140,113.8144,133.708992
8,3,190,107,198.12928,102.1837344
8,4,114,111,118.1522432,103.8007776
8,5,183,74,193.2096,70.220352
8,6,118,75,121.5460736,71.634336
8,7,169,52,180.079744,48.069792
8,8,126,55,133.4090368,49.87728
8,9,162,31,173.57248,26.243808
8,10,128,34,136.02432,27.88608
9,1,223,133,219.096832,137.460768
9,2,129,136,129.3728512,137.12016
9,3,217,104,214.18112,107.589216
9,4,133,106,134.3610496,107.611968
9,5,210,74,210.214528,78.362112
9,6,138,76,138.4859136,77.784096
9,7,196,51,197.07904,55.111296
9,8,150,54,151.712896,56.294688
9,9,193,32,191.1104,36.016608
9,10,153,34,154.844032,37.03104
10,1,209,140,210.40768,134.124576
10,2,126,143,124.1979904,136.641408
10,3,204,112,204.90176,105.680064
10,4,131,114,128.5163392,108.55344
10,5,198,82,200.070528,75.980352
10,6,134,83,130.646656,78.178944
10,7,186,61,186.12416,54.26784
10,8,145,63,142.90944,56.907072
10,9,178,40,180.329216,34.937856
10,10,148,42,145.181568,36.821376
11,1,216,130,209.455616,128.866944
11,2,120,125,120.9922048,127.304352
11,3,214,98,205.708928,99.1573536
11,4,127,94,126.6744448,98.3151744
11,5,208,61,202.409728,68.084544
11,6,131,61,131.345472,66.905376
11,7,196,36,189.575168,44.625888
11,8,146,35,144.550272,45.729696
11,9,189,13,184.908032,23.88912
11,10,148,13,148.680832,24.063936
12,1,209,139,211.462144,135.682272
12,2,124,131,124.6252928,129.392928
12,3,208,112,209.544576,105.869376
12,4,133,103,131.942464,99.79248
12,5,207,78,208.2656,75.774528
12,6,139,72,137.4561792,70.260096
12,7,195,55,197.021184,51.681408
12,8,154,52,152.329088,49.878144
12,9,193,32,193.678464,31.762752
12,10,157,30,156.797696,30.140064
13,1,215,133,217.824128,135.971904
13,2,128,128,129.12627072,134.133888
13,3,214,104,214.009728,106.202976
13,4,134,100,134.253312,104.9315136
13,5,209,74,210.39232,75.922656
13,6,140,70,138.905152,74.823456
13,7,197,50,197.94432,52.844928
13,8,153,49,152.20736,53.351712
13,9,194,29,192.370432,32.547264
13,10,157,28,155.648256,32.97936
14,1,202,142,210.323968,136.484832
14,2,120,142,122.166592,140.142816
14,3,198,115,205.12576,108.096768
14,4,122,115,125.8683008,111.382368
14,5,194,82,199.0752,77.715936
14,6,126,82,128.63265536,80.854176
14,7,181,60,184.67072,56.05056
14,8,137,61,140.771136,59.454432
14,9,176,39,178.505856,36.10992
14,10,140,40,143.170816,38.439264
15,1,223,142,221.26656,138.183552
15,2,131,148,132.2070272,136.613088
15,3,217,113,217.166848,108.585888
15,4,138,113,137.5696,107.495424
15,5,214,80,213.223808,78.372
15,6,140,81,141.63264,77.015424
15,7,199,55,200.313472,54.967296
15,8,154,58,155.286656,55.336032
15,9,193,33,194.575744,34.204128
15,10,155,36,158.91456,34.867968
16,1,210,130,215.946624,133.994784
16,2,126,134,127.77724288,133.90416
16,3,205,102,211.042816,104.5598784
16,4,130,104,133.1220992,104.6106432
16,5,199,73,207.319936,75.588096
16,6,136,71,136.3965312,75.82896
16,7,186,51,194.188288,52.891968
16,8,146,54,150.092672,54.048864
16,9,180,33,188.954368,33.32784
16,10,148,34,153.050496,34.637088
17,1,222,133,219.704192,135.737664
17,2,132,134,131.3504,134.65824
17,3,218,102,215.4528,106.050528
17,4,136,102,136.348352,105.4592256
17,5,213,73,210.886784,75.60816
17,6,141,72,140.4892544,74.934528
17,7,201,47,198.497152,52.803456
17,8,153,48,153.172992,53.841696
17,9,195,28,192.804096,32.0376
17,10,159,28,156.536448,33.030816
18,1,211,139,213.28384,135.146688
18,2,125,136,124.8447744,132.028608
18,3,208,112,209.749632,105.857184
18,4,132,108,131.1675392,102.7783776
18,5,204,79,207.040256,76.200768
18,6,139,76,136.085184,73.396512
18,7,195,57,195.074432,52.338144
18,8,150,55,150.285056,51.82992
18,9,190,36,190.351488,32.96592
18,10,156,37,154.084736,32.342688
19,1,222,135,217.353728,136.985472
19,2,133,147,128.333664,141.876096
19,3,214,108,211.094144,108.372864
19,4,133,117,131.8410752,112.453632
19,5,204,76,205.115648,77.832288
19,6,132,83,133.8646528,81.906528
19,7,187,54,190.367488,55.728096
19,8,142,60,145.714432,59.016672
19,9,178,34,183.796224,35.615616
19,10,143,39,147.827712,38.388384
20,1,217,140,217.94368,135.514944
20,2,128,137,128.65490304,133.50816
20,3,213,106,214.339072,104.7776448
20,4,133,107,134.1702912,103.1906112
20,5,210,73,210.823808,74.669568
20,6,138,73,138.7257984,72.713184
20,7,197,49,198.261632,50.018688
20,8,152,49,152.361472,50.8632
20,9,190,26,193.267328,29.43696
20,10,157,28,155.780864,30.075072
21,1,228,135,224.111104,135.508704
21,2,132,138,130.2661504,137.944128
21,3,222,103,218.25728,104.6633088
21,4,134,105,134.8474112,106.527072
21,5,214,72,212.60032,73.888128
21,6,138,76,137.8122368,76.044
21,7,198,47,198.441984,49.951872
21,8,150,50,150.611328,52.361952
21,9,192,25,192.040576,28.728096
21,10,153,28,153.414272,30.738624
22,1,219,144,220.067584,146.057664
22,2,131,141,132.1881088,143.686272
22,3,217,114,216.37952,116.372064
22,4,137,110,136.2288896,114.361152
22,5,219,93,214.040576,87.1538784
22,6,141,85,142.231936,84.369216
22,7,201,65,201.676672,63.788352
22,8,156,65,155.332736,64.0176
22,9,196,49,196.37184,45.015456
22,10,161,49,160.126336,45.363552
23,1,231,162,227.5648,145.567872
23,2,145,153,142.6304,145.809024
23,3,231,138,222.759168,117.444672
23,4,150,128,146.839552,117.309024
23,5,230,106,219.446144,88.1054976
23,6,159,98,150.582016,88.446768
23,7,218,81,207.056896,66.863712
23,8,175,78,163.129472,67.677408
23,9,215,62,202.279168,47.390112
23,10,180,60,166.889728,48.406752
24,1,222,138,218.565888,136.595232
24,2,133,137,132.704384,133.4808
24,3,217,109,214.787968,107.583648
24,4,139,109,138.7626112,105.044544
24,5,212,79,212.393984,78.731232
24,6,143,78,143.7984,75.440352
24,7,200,55,199.977472,56.155008
24,8,156,55,156.376832,56.212416
24,9,195,35,195.37152,37.389792
24,10,161,36,160.833408,37.571424
25,1,225,119,223.334016,123.564576
25,2,139,115,136.7735168,119.261088
25,3,221,92,219.862528,94.5753312
25,4,144,89,142.523776,90.7821792
25,5,220,66,218.199552,64.859808
25,6,149,60,147.92128,61.036416
25,7,205,40,206.295552,41.257056
25,8,162,38,161.305472,40.846656
25,9,201,20,202.208768,21.295392
25,10,168,20,166.032128,20.977728
26,1,222,120,221.612928,126.9096
26,2,137,113,135.81152,122.191008
26,3,218,91,218.70528,98.5111104
26,4,144,86,142.43072,93.9591744
26,5,217,66,217.561984,69.98976
26,6,150,61,148.03776,64.883232
26,7,206,44,204.912512,47.177184
26,8,163,42,160.970496,45.884256
26,9,202,28,201.297792,28.729632
26,10,165,27,166.13056,27.7656
27,1,225,115,220.86912,124.230624
27,2,136,112,134.036352,121.331136
27,3,222,88,217.731584,94.7160192
27,4,143,84,139.809664,91.8421152
27,5,219,63,215.540864,65.83536
27,6,147,60,143.889152,62.863104
27,7,205,41,202.947712,42.46752
27,8,161,40,157.847936,42.774144
27,9,203,24,198.341504,23.567808
27,10,164,23,161.682944,23.546976
28,1,228,160,222.442752,150.698592
28,2,142,154,139.2327424,145.855872
28,3,225,130,220.110976,122.213376
28,4,148,125,144.296064,118.181088
28,5,221,97,218.75264,91.687488
28,6,154,93,151.382912,86.6117568
28,7,212,75,207.172352,68.994048
28,8,167,74,163.478016,67.71456
28,9,207,54,203.338496,48.374592
28,10,173,53,168.59776,47.878368
29,1,224,159,224.891008,151.432992
29,2,144,159,140.6154624,151.818816
29,3,221,134,220.100096,123.407712
29,4,148,134,144.268288,123.810048
29,5,217,103,216.291968,94.193808
29,6,149,105,148.427008,94.3037664
29,7,204,81,203.707136,72.328128
29,8,162,83,159.785216,73.972704
29,9,197,61,197.708288,53.002368
29,10,164,63,163.702784,54.56688
30,1,231,135,226.485504,132.84864
30,2,142,132,138.494144,130.38288
30,3,227,103,222.25344,103.4532768
30,4,148,101,143.5392,101.4254976
30,5,222,74,218.854016,73.596576
30,6,152,74,147.674112,72.23088
30,7,208,51,206.403328,50.455392
30,8,165,52,161.26656,50.630784
30,9,204,32,201.830528,29.793888
30,10,168,33,165.54496,30.122016
31,1,218,123,212.18752,126.956064
31,2,126,122,126.021888,125.410944
31,3,213,94,208.615424,98.149392
31,4,132,93,130.8663296,97.225056
31,5,208,61,206.365568,69.349824
31,6,136,60,135.386624,66.947328
31,7,195,37,193.67488,45.253248
31,8,148,36,148.47936,45.751296
31,9,191,14,188.802816,25.924992
31,10,150,14,152.866432,25.716768
32,1,203,141,204.946432,134.449728
32,2,116,143,116.715712,135.089856
32,3,196,110,200.807424,105.684576
32,4,121,113,120.9196032,105.998304
32,5,191,81,195.990016,75.441504
32,6,124,82,125.580928,75.890784
32,7,178,60,182.739456,53.017344
32,8,137,61,138.3488384,54.188256
32,9,172,40,177.915392,33.026496
32,10,139,42,141.593856,33.569856
33,1,225,131,216.03008,132.12432
33,2,126,128,126.4570496,128.705376
33,3,219,100,212.887296,102.3554976
33,4,131,99,131.9787264,99.8127744
33,5,214,64,210.590464,71.525568
33,6,136,64,137.8662784,67.978848
33,7,200,39,198.195968,46.595616
33,8,150,40,151.5136,46.447392
33,9,193,16,194.226304,26.005536
33,10,154,16,156.585344,25.621728
34,1,220,151,223.6704,144.533376
34,2,140,152,136.503552,144.564864
34,3,216,124,219.499648,114.806016
34,4,143,126,140.80064,115.193088
34,5,213,94,214.400896,86.8091232
34,6,146,94,144.251008,86.8727232
34,7,201,78,200.45952,64.513056
34,8,159,77,157.132032,66.21984
34,9,197,56,194.752128,46.502496
34,10,161,57,160.934528,47.493504
35,1,231,117,224.708096,122.474976
35,2,136,118,134.7378944,120.790272
35,3,225,87,219.736064,92.9950848
35,4,142,88,140.1945344,91.501008
35,5,221,56,216.48512,64.1136
35,6,143,57,144.845952,61.935264
35,7,206,31,203.961856,40.16928
35,8,158,33,158.300288,40.541856
35,9,200,9,199.095808,20.424768
35,10,162,10,162.567424,20.742048
36,1,213,136,218.481152,133.960512
36,2,131,127,129.1670016,129.621312
36,3,215,104,215.748736,103.430976
36,4,139,97,135.3419008,99.86616
36,5,213,72,212.413696,73.171104
36,6,143,66,140.7759488,69.42336
36,7,203,49,200.906112,48.817152
36,8,158,46,155.139456,48.085824
36,9,200,29,196.37824,28.0632
36,10,163,27,159.768576,27.574752
37,1,225,124,222.702464,125.721504
37,2,130,117,131.6073472,121.209504
37,3,223,91,219.006976,95.983668576
37,4,137,85,137.8018176,92.2303488
37,5,221,59,216.659584,66.135744
37,6,143,53,143.856896,61.887168
37,7,209,30,204.8224,40.753344
37,8,159,29,158.130688,39.8376
37,9,204,9,200.63616,20.492736
37,10,166,8,163.08736,19.567008
38,1,220,129,222.435072,130.020384
38,2,133,132,131.6751104,130.959936
38,3,215,101,217.546624,99.9041664
38,4,137,104,135.8385536,100.852944
38,5,210,69,213.024768,68.872224
38,6,140,71,140.0878336,69.689088
38,7,197,46,199.668352,44.836512
38,8,153,49,152.92736,46.686816
38,9,192,25,193.5744,23.339328
38,10,153,28,156.718464,24.654144
39,1,225,142,219.661312,137.996736
39,2,129,142,130.2245888,139.153056
39,3,220,111,214.846336,108.08976
39,4,134,112,134.2507392,109.523328
39,5,214,80,209.82528,78.418944
39,6,138,80,137.8102144,79.52064
39,7,198,55,196.208,55.460256
39,8,150,56,150.841728,57.107328
39,9,190,34,190.825088,35.21088
39,10,155,34,153.614848,36.637728
40,1,211,136,213.145728,137.42832
40,2,125,137,127.24877568,137.319648
40,3,205,109,209.328,108.59952
40,4,131,110,131.7283968,109.07088
40,5,200,78,204.758144,78.965472
40,6,134,79,135.8377344,78.964128
40,7,187,56,191.791744,56.763648
40,8,145,57,148.36864,57.8832
40,9,183,37,186.656384,36.893568
40,10,145,38,151.651328,37.741248
41,1,223,123,222.277504,126.086112
41,2,135,120,132.9432576,123.506592
41,3,220,95,217.656704,96.417768
41,4,139,94,138.2280576,94.5433536
41,5,213,60,214.771072,66.651552
41,6,146,59,143.253632,64.732128
41,7,203,41,202.363136,42.726336
41,8,157,42,157.024,43.010208
41,9,196,18,197.522432,22.417536
41,10,161,18,161.201792,22.594656
42,1,218,128,214.10176,130.345632
42,2,125,133,123.325184,131.177664
42,3,209,97,209.776,100.3155936
42,4,130,102,127.65927296,101.817312
42,5,202,64,204.291584,68.951232
42,6,132,68,131.5889024,70.283904
42,7,188,41,191.181824,45.031392
42,8,143,45,144.27904,46.54416
42,9,178,19,184.98304,24.009504
42,10,145,23,147.663616,25.267776
43,1,228,121,226.193152,124.835616
43,2,137,120,134.3526912,122.597568
43,3,224,93,221.089152,95.07195456
43,4,142,90,139.9988224,93.2703264
43,5,219,59,218.155136,65.243136
43,6,147,56,145.023104,63.168384
43,7,208,36,204.951168,40.8888
43,8,158,36,158.112512,40.905504
43,9,200,15,199.832448,20.416992
43,10,161,16,162.178688,20.264256
44,1,216,147,215.663232,143.304576
44,2,129,142,128.21041664,139.407648
44,3,214,117,212.241024,113.553504
44,4,135,113,133.7456384,110.212128
44,5,209,86,209.162368,84.70224
44,6,139,83,139.0301824,81.284064
44,7,197,63,196.830592,61.883616
44,8,151,63,152.700416,61.286304
44,9,191,46,192.683264,42.81072
44,10,154,46,157.560832,42.438816
45,1,219,134,217.269248,136.332864
45,2,135,131,130.5819136,135.260928
45,3,216,103,213.251072,106.95504
45,4,141,100,135.6695808,106.08288
45,5,213,76,209.28256,77.497152
45,6,143,74,139.5985152,76.933344
45,7,200,53,196.657664,55.117152
45,8,155,52,152.835328,55.772544
45,9,192,32,191.51616,35.242848
45,10,161,32,156.812672,35.873952
46,1,204,145,211.190016,137.95056
46,2,117,139,121.620608,137.359584
46,3,201,114,207.10208,108.11904
46,4,123,107,126.96666752,107.765088
46,5,200,81,202.726656,77.452224
46,6,131,78,131.8825088,76.864512
46,7,187,59,189.85216,54.350016
46,8,145,57,144.978944,55.35168
46,9,185,38,185.20704,33.670368
46,10,151,36,148.814464,34.351584
47,1,233,126,228.624256,128.486112
47,2,149,126,142.208512,127.995648
47,3,226,99,223.772416,99.3156384
47,4,153,100,147.004032,99.1436352
47,5,220,71,219.37408,71.776128
47,6,157,71,150.976384,70.759296
47,7,208,50,206.216192,48.847968
47,8,169,52,163.05088,50.012352
47,9,202,31,201.268608,30.320928
47,10,172,33,166.353024,31.172832
48,1,202,133,210.004096,131.340864
48,2,119,128,120.837568,128.241024
48,3,200,102,207.080064,101.1064224
48,4,124,98,126.86873088,99.4307232
48,5,199,72,203.44,70.361184
48,6,130,66,131.9769984,68.033568
48,7,188,48,191.60064,46.013856
48,8,144,45,145.853696,45.87696
48,9,185,28,186.803712,25.148832
48,10,149,27,149.521536,24.861312
49,1,228,139,224.41664,139.416096
49,2,136,147,132.9435776,142.52256
49,3,221,110,218.663424,109.430976
49,4,138,116,135.9913344,112.489344
49,5,212,76,212.450176,78.287904
49,6,140,82,139.010048,81.139296
49,7,198,54,197.81696,54.776448
49,8,150,59,151.520256,57.882528
49,9,191,34,191.325568,33.623232
49,10,150,38,154.004864,36.078048
50,1,216,148,220.366336,144.315168
50,2,131,150,129.9322752,145.979424
50,3,212,119,215.233408,114.304704
50,4,134,120,133.8621056,116.169888
50,5,209,89,210.050816,84.42192
50,6,138,88,137.3899392,85.908096
50,7,197,65,195.644416,61.053984
50,8,150,68,150.482048,63.747264
50,9,190,46,190.4352,40.611936
50,10,153,48,153.65184,42.496704
51,1,216,144,217.49888,143.0784
51,2,129,142,128.38788096,140.94576
51,3,214,117,213.701888,112.996992
51,4,136,112,133.467008,111.390816
51,5,212,85,209.967616,82.780512
51,6,139,81,138.6006016,80.808768
51,7,198,61,197.457664,59.62656
51,8,153,59,152.35648,59.750592
51,9,192,40,192.938752,39.18192
51,10,156,39,156.448,39.336096
52,1,224,130,223.247616,127.63776
52,2,138,129,134.0508032,126.70896
52,3,220,100,218.351232,98.2693536
52,4,143,99,138.984512,97.612848
52,5,215,68,214.84928,68.689152
52,6,146,66,143.56352,67.91952
52,7,202,45,201.855872,45.256224
52,8,159,47,156.72832,46.185024
52,9,198,25,196.512896,25.106496
52,10,161,26,160.471296,26.07696
53,1,213,124,214.204544,129.117216
53,2,123,121,124.5967488,127.562976
53,3,208,96,210.544128,99.3360864
53,4,129,94,129.6373504,98.751456
53,5,204,66,206.04288,68.6856
53,6,133,64,133.8968192,67.789632
53,7,193,42,193.210752,44.149344
53,8,145,43,147.561984,44.587776
53,9,186,21,188.087552,23.01792
53,10,149,21,151.169792,23.247072
54,1,223,129,221.3984,131.309664
54,2,143,135,133.7873536,131.894976
54,3,217,100,216.405632,101.9418432
54,4,144,104,138.2421248,102.4884192
54,5,212,70,211.8016,73.323264
54,6,142,74,142.034944,73.710432
54,7,199,48,198.417664,50.90256
54,8,155,51,154.582784,52.451904
54,9,191,29,192.898816,31.385856
54,10,155,31,158.00064,32.804736
55,1,227,154,222.281472,150.193152
55,2,131,153,131.1711232,149.681664
55,3,221,124,218.04544,120.138048
55,4,136,122,135.5945472,119.366112
55,5,218,91,213.661056,89.0071488
55,6,140,88,140.778368,88.1858016
55,7,203,65,200.178432,64.960416
55,8,153,63,153.736448,65.793696
55,9,197,42,194.748928,43.80528
55,10,156,42,157.54752,44.439264
56,1,221,151,222.7584,150.453792
56,2,137,148,133.822464,146.396448
56,3,217,124,219.576064,121.147392
56,4,142,119,139.5368192,117.439008
56,5,216,93,217.356544,91.851936
56,6,147,89,145.481856,87.7389024
56,7,205,70,204.174976,67.884864
56,8,161,69,159.806592,66.99408
56,9,201,51,200.313344,47.69568
56,10,167,50,164.409472,47.183616
57,1,214,136,213.58272,137.93376
57,2,124,132,123.9184384,136.752192
57,3,211,105,209.336576,107.852928
57,4,130,102,129.5602304,107.247648
57,5,206,77,205.965056,78.246048
57,6,133,75,133.9863296,77.18832
57,7,192,53,193.239424,54.597312
57,8,147,52,148.203264,55.379904
57,9,187,35,188.729216,34.426752
57,10,149,34,152.015872,34.778592
58,1,230,145,225.448704,143.622144
58,2,142,147,137.5684608,143.369952
58,3,224,114,221.104256,114.080832
58,4,146,116,142.339712,113.508864
58,5,219,87,216.98048,86.6729184
58,6,150,89,146.432128,85.935648
58,7,205,67,203.048448,63.40176
58,8,163,69,158.402944,64.82592
58,9,202,49,197.953536,45.905088
58,10,165,50,162.503168,45.934272
59,1,228,141,222.658944,139.672704
59,2,130,140,131.3224704,138.298656
59,3,224,109,218.55232,109.474752
59,4,136,107,136.2538752,108.288672
59,5,218,80,214.535936,79.671456
59,6,140,77,141.053312,77.628
59,7,204,52,201.239296,55.610016
59,8,153,53,154.793856,55.747968
59,9,197,33,196.270464,35.19984
59,10,157,33,158.646016,35.422464
60,1,213,120,216.168704,125.83584
60,2,123,112,127.6567744,123.996576
60,3,210,92,212.424192,95.90816832
60,4,129,84,132.1051904,94.6027008
60,5,209,62,209.703808,66.15504
60,6,136,56,137.4138624,64.837152
60,7,198,37,197.01888,41.989728
60,8,152,34,151.475712,42.534528
60,9,196,18,192.676224,21.956832
60,10,156,15,155.46496,21.655008
61,1,218,124,215.941888,129.080064
61,2,129,132,126.77127424,132.376704
61,3,211,95,210.891392,99.5077152
61,4,132,101,130.3910272,102.5558784
61,5,206,68,204.524672,69.301248
61,6,131,73,133.6147968,72.202272
61,7,188,42,190.539776,46.552416
61,8,142,47,145.323904,49.222752
61,9,180,22,184.416768,26.132256
61,10,143,26,148.447744,28.402464
62,1,226,143,220.082432,142.72608
62,2,130,136,131.1949056,136.92
62,3,223,112,217.388544,113.037792
62,4,137,106,137.6997376,107.939808
62,5,219,81,216.555648,84.030624
62,6,144,77,143.788288,78.099648
62,7,207,58,204.626688,58.759104
62,8,160,56,158.945152,56.896704
62,9,202,38,201.227648,38.91312
62,10,166,37,164.542848,37.498944
63,1,229,125,229.273472,126.098976
63,2,142,126,141.461504,124.017216
63,3,226,97,224.512384,96.8647824
63,4,147,97,146.943616,95.4347904
63,5,221,68,222.024704,69.365376
63,6,149,67,151.520896,66.45744
63,7,210,44,208.182016,45.599136
63,8,162,45,163.937536,45.871296
63,9,204,26,203.552768,26.727168
63,10,166,26,168.546816,26.872896
64,1,232,127,225.641472,132.46656
64,2,147,122,138.7291648,126.825312
64,3,229,96,222.535296,102.6642144
64,4,154,91,145.111296,98.2704288
64,5,227,66,220.794112,74.803584
64,6,157,63,150.618112,69.066528
64,7,216,44,208.799232,51.017472
64,8,171,42,164.143616,49.458624
64,9,212,24,205.505664,32.064576
64,10,175,22,170.03136,31.022976
65,1,221,137,221.245568,138.022656
65,2,137,133,132.8466048,138.139008
65,3,217,110,216.689536,108.400896
65,4,142,109,137.5986304,108.505056
65,5,213,79,211.872896,78.43584
65,6,146,78,140.6147072,78.970176
65,7,200,56,198.742272,55.853472
65,8,158,56,154.126464,57.024768
65,9,193,37,193.039616,35.73072
65,10,162,38,157.066496,36.68928
66,1,219,143,220.315904,141.591456
66,2,134,141,132.3962496,140.692512
66,3,216,114,216.078976,111.509376
66,4,139,111,137.3596288,111.537408
66,5,212,84,212.13696,81.403872
66,6,142,81,141.558016,80.652096
66,7,199,58,198.86528,58.792128
66,8,155,58,154.462336,59.90064
66,9,193,36,193.287168,38.81232
66,10,158,36,157.632256,39.273792
67,1,216,145,213.085568,143.402112
67,2,124,149,123.154752,145.969824
67,3,210,114,207.181952,114.497664
67,4,127,118,127.12560896,116.064864
67,5,204,84,203.232512,83.959392
67,6,130,88,130.8920704,85.138848
67,7,190,61,188.902912,60.912384
67,8,142,65,144.336256,63.274944
67,9,185,39,184.081024,40.657152
67,10,143,42,147.236736,42.37536
68,1,222,124,217.193856,128.8176
68,2,138,122,128.95968512,128.65008
68,3,220,93,212.658304,99.5071968
68,4,143,93,134.014528,100.0338144
68,5,208,60,207.589504,68.98848
68,6,142,63,137.6593792,69.740832
68,7,197,41,195.723136,46.206624
68,8,154,42,150.532992,47.12976
68,9,190,20,189.227008,25.624608
68,10,156,21,153.43616,27.637056
69,1,189,145,201.581952,136.812384
69,2,97,146,112.67584,138.915168
69,3,183,117,196.281856,108.093408
69,4,102,118,117.3076096,108.5616
69,5,176,84,192.105984,77.247072
69,6,104,86,121.1732736,78.211392
69,7,163,62,178.72256,55.03728
69,8,117,65,133.9549696,56.588928
69,9,155,41,172.679168,34.345824
69,10,121,43,136.487296,35.843136
70,1,208,135,208.101504,137.087904
70,2,118,130,119.0235392,134.11824
70,3,204,105,204.873984,107.138304
70,4,125,101,125.2529152,104.5510656
70,5,203,76,201.411072,76.821792
70,6,130,70,130.3801472,74.759328
70,7,189,49,189.388032,53.209248
70,8,145,49,144.6336,52.99056
70,9,184,28,184.770944,32.595744
70,10,149,28,148.730112,32.651232
71,1,218,130,216.23552,135.510432
71,2,125,127,126.0248704,132.999744
71,3,213,101,212.226432,104.8205472
71,4,132,96,130.9153792,102.8248224
71,5,211,70,208.871808,74.325888
71,6,138,67,136.4806016,72.347904
71,7,198,45,197.112704,50.094432
71,8,150,44,150.066816,50.198208
71,9,192,24,192.353664,29.375136
71,10,155,24,154.98944,29.575392
72,1,226,157,219.063424,152.589792
72,2,134,153,130.7609856,150.088512
72,3,222,126,215.325184,123.300768
72,4,140,122,136.0222592,121.201056
72,5,217,96,212.391808,94.3978752
72,6,146,92,141.257344,91.6012512
72,7,204,73,199.529472,71.508768
72,8,158,72,155.400448,71.076864
72,9,197,55,194.850944,52.200288
72,10,171,54,158.779904,52.160448
73,1,214,146,217.15392,145.258176
73,2,135,140,129.8814464,142.056384
73,3,212,120,213.219712,115.519008
73,4,138,113,135.8357376,113.133312
73,5,212,90,210.943744,86.8549536
73,6,143,85,140.6516736,84.158304
73,7,201,67,198.822912,63.72768
73,8,157,66,154.416256,63.277056
73,9,197,48,193.928576,44.662176
73,10,161,46,159.019264,44.470656
74,1,230,125,225.430784,127.364448
74,2,145,126,138.1736064,127.375968
74,3,223,95,220.432128,98.2599456
74,4,148,97,143.340032,98.238768
74,5,219,65,216.15872,69.592032
74,6,151,66,146.152448,70.135296
74,7,205,44,203.028224,46.766688
74,8,162,46,159.1296,48.142272
74,9,199,24,197.079424,26.951808
74,10,165,25,162.918528,28.491936
75,1,225,127,223.646976,129.302112
75,2,138,122,135.121856,128.166432
75,3,221,99,218.884096,99.355296
75,4,146,97,140.31008,98.9954496
75,5,214,65,214.908928,70.383072
75,6,148,66,144.340096,69.643488
75,7,204,44,201.687552,48.017376
75,8,161,44,156.965504,48.558144
75,9,199,25,196.1312,27.68064
75,10,164,24,160.455808,28.436352
76,1,222,162,219.472512,153.115968
76,2,143,156,133.495296,148.103424
76,3,221,133,216.023808,125.189088
76,4,149,128,139.4538496,120.308352
76,5,221,106,215.231104,95.932183008
76,6,150,104,145.075072,91.469856
76,7,209,83,203.60128,73.638432
76,8,167,82,160.187264,71.975136
76,9,207,65,199.631488,54.041184
76,10,170,64,164.92864,53.629728
77,1,211,148,212.42688,144.873984
77,2,125,146,124.0209024,145.9512
77,3,207,120,207.049728,115.9032
77,4,129,119,128.40646656,115.975968
